Company,Industry,Location,Description,URL
遠東貿易有限会社,Trading company industry company,Headquarters Address: Ehime Prefecture Iyo City Ueno 940,Company working with food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0e06f207-b143-43a2-b7db-67e573d183c1
株式会社ＫＣＹ,Trading company industry company,Headquarters Address: Fukui Prefecture Fukui City 1-chome 11th No. 12,Beauty equipment and cosmetic flux wholesale company,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a6fc17e7-306d-4af7-b41c-2da16f723242
株式会社三和物産,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Hakata Calle 2-chome No. 20 No. 61,Company to trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/105a00e7-14c8-40f2-ab9e-f2de1102a3e6
株式会社安川商事,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Hakata Ward Chi-5-chome 1-4-S1,Company that trade special goods or clothing goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/76c7aab2-3dc0-4190-bf7b-8cedf4278ee2
有限会社聖陽貿易,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Hakata Ward Hakata Station South 2nd-chome No. 5 Hakata Sun City Building 6F,Company that imports food produced in a Chinese processing factory,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1db1f619-69b3-4e36-81eb-fce26dec693d
株式会社ワールドブリッヂィ,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Hakata Ward Higashi Naka 3-chome 6-45,"Company that supplies goods and imports, operation of auction, etc.",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6ea552db-4a2d-46b0-8990-16ddddf3d30d
星岡商事株式会社,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Hakata Ward Kami-Tomachi 11-16,Company that conducts wholesale and exportable trade from daily necessities to pharmaceutical products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1c024a4b-cafb-4695-9b36-f71042c677bb
株式会社偉秋通商,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Hakata Ward Yoshizuka 6-chome 10-1-4F,Company that conducts trade between food and cosmetics,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0bdc6c83-179e-47e4-b4b3-67987c4356f9
ベイトレック株式会社,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Higashi-Ward Kashihahama Fuji 2-chome No. 20,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/aedcc858-9442-4a95-ab79-3e6cdb5a6ca8
有限会社ナカビシ,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Higashi-Ward Shihiro 3-chome 349,Fisheries and trade companies,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6776b5e1-797b-4da1-94ea-cc9ff9579c79
株式会社佑信協易,Trading company industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Shirojo Ward Festival 5-chome No. 30,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/36d0273b-b07d-4b86-8403-c5b5ab1bff70
株式会社九州サポートライン,Trading company industry company,"Headquarters Address: Fukuoka Prefecture Fukuoka City Shirojo-ku Nobu-ku, Nobu-ku, Nobu-ku 11th",A company that trade marine products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/cd672427-ac71-45db-a6a7-34a34a6b1cfc
株式会社サクセサーズグループ,Trading company industry company,"Headquarters Address: Fukuoka Prefecture Hakata Ward, Hakata Ward, Fukuoka City, Fukuoka Prefecture No. 18-213",Company to trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c3b87a59-2678-4ed6-884c-daf659b92584
ＬＡＮＴＥＣ国際貿易株式会社,Trading company industry company,"Headquarters Address: Fukuoka Prefecture Higashi-ku, Higashi-ku, Fukuoka Prefecture 14-1-601",Industrial equipment import and export and company import and wholesale of chemicals and rare metals,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8ed35eba-68fe-4b5b-b9cb-81f458302cd4
株式会社タケコーポレーション,Trading company industry company,Headquarters Address: Fukuoka Prefecture Kasuga City Sudau Minami 3-chome 72,Companies that export food such as Japanese cows and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/67e03c90-ab8a-4d15-b73e-ce2169b74cc6
株式会社木村貿易,Trading company industry company,"Headquarters Address: Funabashi City, Chiba Prefecture 2-chome 4th No. 1",Companies to import and sell domestic trading of construction machinery,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/35eb8194-bd8e-4cb5-886e-bfda1b769871
株式会社Ｒ－ｅｖｏｌｕｔｉｏｎ,Trading company industry company,"Headquarters Address: Funabashi City, Chiba Prefecture 5-chome No. 21 21 No. 21","Used goods purchasing, unnecessary product recycling and imported goods, imported car parts for sale",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/60b4e70b-2862-4388-bced-58be97a4a14c
株式会社オリエント貿易,Trading company industry company,"Headquarters Address: Funabashi City, Chiba Prefecture 6-chome No. 6 No. 6",Company imports and selling fish products and fishery products from Thailand and Vietnam,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f35b7431-3993-4e16-bf67-ab7360ddbc85
株式会社産興,Trading company industry company,"Headquarters Address: Funabashi City, Chiba Prefecture Katsushika-cho 2-chome 380","Company that supplies, processing and selling various copper plate coils",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4880a32b-5c1c-4132-99a2-77c97a37441d
トキワ織物株式会社,Trading company industry company,"Headquarters Address: Gamigori City, Aichi Prefecture, Mitani-cho Wakamiya 172st",Company that carries out wholesale of interior supplies and living supplies and yarns,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5ddd600c-35ef-415e-9a37-b273c32b672f
株式会社サンイースト,Trading company industry company,"Headquarters Address: Gifu City, Gifu City, Gifu City, Daiko-cho",A company that carries out cars,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4239f8df-3597-49d3-a38c-3604fabba114
株式会社明和,Trading company industry company,"Headquarters Address: Gifu City, Gifu Prefecture, Gifu City, North 3-chome No.17 Papillus 3F",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/194fea54-3eff-4e68-af2a-25a51f0a9a8b
株式会社日星,Trading company industry company,Headquarters Address: Gifu Prefecture Midsuhara City Naumei Nemachi 3-chome 11,Company that operates trading company,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/87530fde-9dd6-4b25-bc25-0105b27d39ab
ナンバ株式会社,Trading company industry company,Headquarters Address: Gifu Prefecture Mizunami City Nishi Kawacho 5-chome 5,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e303b393-34c0-4842-b966-d8ebb2a835aa
株式会社ミヤジマ,Trading company industry company,Headquarters Address: Gifu Prefecture Ogaki City 391st 291,Company doing textile trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/bb60f9e9-c6ca-4eed-9667-aff194539d26
凱盛商事株式会社,Trading company industry company,Headquarters Address: Gunma Prefecture Fujioka City Okino Sato 719 2-102,Company that trade for Western goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d167531e-1aa9-4991-8095-31aaf8b6a290
有限会社マサタニ商会,Trading company industry company,Headquarters Address: Gunma Prefecture Midori City Temachi Motomi 577th Location 1,Company handling textile products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/fd5be9bb-2c84-4f6d-9d94-f61aa8172745
騰龍株式会社,Trading company industry company,Headquarters Address: Hamada City Corporation of Shimane Prefecture Comachi 391st 391,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3a1b8e8b-7141-4671-881c-affea0f5e399
株式会社ファインリンクス,Trading company industry company,Headquarters Address: Hamamatsucho 1-chome 6th No. 2 Marujin Bill 5F,LED products and household appliances import and export and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e0c3830a-5d79-4b08-a2d1-a1a41a393648
株式会社カズトレーディング,Trading company industry company,"Headquarters Address: Hashima City, Gifu Prefecture Kashihashi-cho Miyako 4-chome 62",Companies to export used cars and bicycles,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ac32d24b-d6a2-450d-831f-3f6afc1f3d87
株式会社新世紀貿易,Trading company industry company,"Headquarters Address: Higashi Koda 1-chome 17 1, Chiyoda-ku, Tokyo",Company exporting Japanese products to China and Hong Kong,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0e6ece2e-8b49-4128-86ff-fd7ef5c903e2
中国石油国際事業日本株式会社,Trading company industry company,Headquarters Address: Higashi Nabashi 1-chome No. 9,Companies who are investing in trade and oil-related facilities such as crude oil and petroleum products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/fbcfb076-c1a9-450e-b10c-07258bbb0010
株式会社タキオン,Trading company industry company,"Headquarters Address: Higashi Nihonbashi, Chuo-ku, Tokyo 2-chome No. 4 No. 4","Company that imports pharmaceuticals, chemicals and health foods between China",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4ee05ca1-7f73-4839-82a4-78a5a66f7731
株式会社インターアクト,Trading company industry company,"Headquarters Address: Higashi Nihonbashi, Chuo-ku, Tokyo 2-chome No. 4 No. 4",A company that works for trade duties for Russia,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4dd65a82-6e0c-403a-adee-a759596e6448
スプラ株式会社,Trading company industry company,"Headquarters Address: Higashi Shinagawa 1-chome, Shinagawa-ku, Tokyo 9-1010",Trading company handling trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/41bd3069-4fdd-40f3-b373-a18cc6c83439
三信貿易株式会社,Trading company industry company,"Headquarters Address: Higashi Ueno 6-chome, Dongdong, Tokyo, Tokyo",Company to export to China,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b61fbec9-66c8-44d0-88a9-1281bb3dc2d4
大久貿易株式会社,Trading company industry company,Headquarters Address: Higashi-Nippori 5th-chome No.26 No.1 3F,Companies to trade chemical products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3cd8e73a-9185-4e98-8892-73d38c4c5324
有限会社リスコム,Trading company industry company,"Headquarters Address: Higashino Town Higashiba Higashita Prefecture, Aichi Prefecture",Company that trade equipment,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b393b4a7-ca61-447c-8665-f5916d2ed4d3
日本東日商事株式会社,Trading company industry company,Headquarters Address: Himeji City Himeji City Decorate Higashi-cho Hakata Field 553st,Company that develop trade business and eco products and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/673493f3-0b50-4cca-9f47-5db97554e9a6
桜貿易株式会社,Trading company industry company,Headquarters Address: Himeji City Himeji City Higashi-Dogue 1-chome 4,A company establishing a base in Japan and China and developing trade business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/606bd290-89eb-4c3d-9ff7-80183fa84bca
イーグレット株式会社,Trading company industry company,Headquarters Address: Himeji City Himeji City Higashi-Dogue 3-chome 12,Innerware Underwear Manufacturing Trade Company Related to Wholesaler,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f64ea4ae-8cb6-48c0-b85c-bc87b7679d54
株式会社永成郡,Trading company industry company,Headquarters Address: Himeji Himeji City Himeji City Richwich 1106,Company doing fiber trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3cc9ccfc-4be4-465b-9710-28d774e80266
株式会社ワールドブリッジ,Trading company industry company,Headquarters Address: Himeji Himeji City Okada 350,A company that operates a trading company responsible for trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ff323da2-6d7c-4301-8dfe-45eeea5cf61e
株式会社エイ・エッチインターナショナル,Trading company industry company,"Headquarters Address: Hirano Town 2-chome, Chuo-ku, Osaka Prefecture, Osaka City, Chuo-ku, Osaka Hirano Town Building 3rd floor",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5cfc177c-c1b0-4247-b06d-97df3018fc80
株式会社渡辺洋行,Trading company industry company,"Headquarters Address: Hirano-cho, Chuo-ku, Osaka City, Osaka City, Osaka City, Chuo-ku, Osaka City No.1 No. 10 Authentic Yodoyabashi 602",Companies to trade and wholesale machinery,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8464c43f-7440-4adf-8b59-9ae5e30fa344
アネット株式会社,Trading company industry company,Headquarters Address: Hiroshima Higashi Hiroshima City Saijo Central 2-chome 1-14,Company to support China's mail order site management,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/862019fd-c0a8-4a64-bc08-e5846f5a8f55
株式会社パワープラント,Trading company industry company,Headquarters Address: Hiroshima Prefecture Aki-gun Kumano Town Hiraya 3-chome 10th No. 15,Company to develop trade and dismantling sales business and food and drink business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f2e4d449-202e-4466-8c6c-e212b2f0a2b9
ノーザンランド株式会社,Trading company industry company,"Headquarters Address: Hiroya-cho, Kushiro City, Hokkaido City 7-chome 7 Royal Heights 5c",A company that carries wholesale food from Hokkaido in the Malaysian market,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b81ac211-7f17-4eb2-a48f-35b2d6e7c334
有限会社フィネス,Trading company industry company,"Headquarters Address: Hisao Higashi-Yakawa-ku, Tokyo 1-chome 4-12",Companies that operate for Chinese networks and exports such as food and health miscellaneous goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/42738615-c77e-4ec4-bd2f-80711f00ffa8
株式会社インエクス,Trading company industry company,"Headquarters Address: Hizuwakuda City, Fukushima Prefecture Aizu Matsujoji Village, East 289",Company handling metal wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d024f7fa-cd41-4ebb-a125-fe4c2dd6fd70
高嶋屋有限会社,Trading company industry company,Headquarters Address: Hokkaido Asahikawa City Ichijo 14-chome 2096,"Company that sells imports such as food and sundries and selling ""Cabano Anatake tea""",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a455ea51-fb84-4ab3-8ecf-8e7ebf2aecde
有限会社ワールド貿易,Trading company industry company,Headquarters Address: Hokkaido Kasai County Bud Town Higashi Burst Room North Line 10 4,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2fa4032d-ef8c-4e68-9f0f-31ec7003310b
グローバルリレーション株式会社,Trading company industry company,Headquarters Address: Hokkaido Kushiro City Showaan 6th-chome No.18 1,Company doing food trade such as seafood,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/da373845-fb23-4d77-bfbf-bd472eed3a63
株式会社エイワード,Trading company industry company,Headquarters Address: Hokkaido Meshi City Kita Sanjo West 1-chome 2nd 6,Company that conducts food trade and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/15d32892-7899-440a-a097-e3fa7ea33dd3
国際電子貿易株式会社,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Chuo Ward South Six Article East 2-chome 10 1-101,Company that works with electronic parts,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8263cf6c-c1fb-4412-9d3b-c0c5bbd3c751
株式会社ラボケミカル,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Chuo-ku Kitaichi Article 21-chome No. 18 No.18,"Company that sells sweeter ""Hokkaido Beat oligo"" and industrial chemicals",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d6b32d93-b7d2-41ac-882c-bc92f7fb5140
北陽貿易株式会社,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Chuo-ku Kitaichi Article Nishi 9-chome 1 1 South Odori Building N1 6F,A company that exports pumpkin and melon and Hokkaido juice for overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7c2f3481-5fdb-44cc-8dcb-e0494ec4ed06
株式会社ファスコフーズ,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Chuo-ku North Hachi Nishi West 20-chome No. 20,Companies who are exporting and export and domestic wholesale of marine products including salmon,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e7ce6b4b-db61-40ec-8c1d-44934f25ea9f
康晴株式会社,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Chuo-ku North Seven West 21-chome No. 2,Company that carries wood,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/756ca5ef-9ee2-490d-b5dd-97e539106563
世隣株式会社,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Chuo-ku North Shijo West 13-chome No. 1 No. 2 Rich Botanical Garden BLDG5F,A company that exports Japanese seafood overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b8c6735f-452d-4ba6-82bb-6639a1d94640
佐藤物産株式会社,Trading company industry company,"Headquarters Address: Hokkaido Sapporo City Chuo-ku, South Toro Nishi 1-chome No. 1 1",Companies that import wood imports and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/58eae375-5e0d-47fd-9922-4a9f3fcd99fd
Ｇｌｏｂａｌ　Ｂｒｉｄｇｅ株式会社,Trading company industry company,"Headquarters Address: Hokkaido Sapporo City Higashi-ku, North Seven Article No.2111 No. No. 14",A company that carries out the country and trade in Asia and sell imported goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4604af72-319d-45d3-8fb7-c0282ba53065
株式会社栗山物産,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Kita-Ward Kita Rokko West 6-chome No. 14 in Kiroi Building,Company handling food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3fa93744-1d0f-49a9-912b-0ef2a95239ec
有限会社ニシヤマ,Trading company industry company,Headquarters Address: Hokkaido Sapporo City Shiroishi Ward Kikusui Shijo 3-chome No. 37,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8c3df2b7-b1e4-4caa-aa0d-433845784cf0
株式会社野川企画商事,Trading company industry company,Headquarters Address: Hokkaido Sapporo City South Ward Ishiyama East 7-chome 2727,Company that trade for daily goods miscellaneous goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/f5ce267c-1267-4ac9-8028-cdcf9f3bede1
クレセント通商株式会社,Trading company industry company,Headquarters Address: Hokkaido Sapporo City South Ward Sumikawa 1-chome No. 2-409,Company that trade leather products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/59a016f1-83bc-4a79-8ade-09af9150cf77
有限会社タカオ貿易,Trading company industry company,"Headquarters Address: Hokkaido Sapporo City Toyohira-ku, Toyohira, 1-chome No. 17-202",Company handling food trade business and supermarket,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9cfe08d3-168f-4a40-865e-745cbc8a715a
西田貿易株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Ashiya City Maeda-cho No. 22,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/14b62d68-f27b-4ec4-b892-9c898367c465
株式会社ＳＫ　Ａｒｔ,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo District 2-chome 3-901,Company that cars and sells metal surface treatment agents and pet product brands,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b7575b05-6175-44a6-af46-1e33238b52ba
日本電子株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo District Machinomachi 2-chome 4th 4th River Tai Building 2F,Company that trade for electronic parts and electronic devices,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c9b8a9f6-2f41-4c0b-ab0f-073c74dd9bdc
伊藤物産株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo District Sancho 2-chome 7th No. 7,Company that exports Japanese food such as seafood for overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7cab9172-23e8-4235-b7a3-0787d9299a6e
株式会社元記行,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo District Town 1-chome No. 9 Toho Building 5F,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/52001303-1e4e-4702-8cbe-7de97776e28b
山三貿易株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo Ward 2-chome 2nd 3rd,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9e25a5cf-32d2-47c1-aa36-eae2970783e9
住吉トレーディング株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo Ward Hama Prefecture 5-chome No. 14 Kobe Commerce and Industry Building 11th floor,Company that trade engines and electronic devices,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/71fdeec1-c503-49c8-be33-bdb789179310
株式会社鵬清,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo Ward Kotomachi 4-chome No. 8 No. 15,A company that handles the import of South Sea pearls and foreign jewelry companies,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/65c45c77-9a0f-464e-bd2d-c5cdadf0b785
梅屋貿易株式会社,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo Ward Shimoyama, Hand, Chuoyama No.1-401",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/01338f78-5554-4b70-8db0-6f43d18b5e33
信和貿易株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku Daiichi 7-chome No. 19,Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b4f918ee-4a84-4536-9ee0-c70fce538e10
神和商事株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku Kogyo 3-chome No. 1 3 Okazaki Building,Companys that trade and wholesale such as machine parts and ball screws,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c7418efa-3664-4867-b351-6ec6b1522890
株式会社メルヴィア,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku Koho Kitatomi 5-chome No. 5 (Nagahara Building),Daily goods goods trade and wholesale company,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8cf8a0c4-0a17-44cc-95d5-9e1ddd23355e
遠東貿易株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku Koichi 6-chome 1st 15th Oyuki Building,Companies to wholesale and trade on equipment,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8816b4e6-0adc-481c-ab07-fa667bc4ebbc
株式会社宮口,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku Kuma-cho 4-chome No. 7 No. 25,Company that cars and wholesale precious metals and gems,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9807d5f3-cf1f-4e0e-86c5-9d6870854205
東志産業株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku Sakai 6-chome 1st-chome No. 14,Company with China,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/fd5020e6-fe2a-4029-ae12-19c03b676f35
有限会社ミナトジャパン,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Chuo Ward, 1-chome 1-18",Company handling food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/aa7e860b-f413-4bae-9557-2d293d8ee78a
フィスコジャパン株式会社,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Chuo Ward, 1-chome No. 18 Casabela International Plaza",Company that carries wholesale such as building materials,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2ebd3b10-73b0-45ab-a18c-1208ae61b598
有限会社永隆公司,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Chuo-ku, Chuo-ku, Chuo-ku, Kobe City",Company that trade with textile products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3970f392-0812-4f2d-9015-530c8776e468
株式会社宗商,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Hama Noboru 5-chome No. 14 Kobe Commerce and Industry Building",Company that trade agricultural water products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/926c739c-3f0d-438f-81eb-b3cd05fb9d75
ＩＢＰテクノロジー株式会社,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Koongajan Town 5-chome No. 5",Trading companies that wholesale overseas products such as sensor seals and pumps,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2a11f99b-6f07-45fd-85a0-b8d566dbebea
大同真田株式会社,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Koto-cho, 2-chome No. 3",Company that conducts wholesale such as inappropriates and hats,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c9cee0a6-9ae8-43d7-807f-77740bdcc2df
有限会社ＦＡＩＤＥＥ,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Motosu 2-chome No. 14 No. 20",Company doing jewelry trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/35701934-a4ca-4907-a584-aa4843483d6e
